"AXP","BA","CAT","HD","JNJ","JPM","KO","MCD","PG"
0.0135372259219686,-0.0172365903781553,0.00411799757035503,-0.00382946085454318,-0.0147451042329619,-0.019669482239799,0.00375313182591257,-0.0086681693958633,-0.0126476504726468
-0.0107530132367157,-0.00523733046616372,0.0325520571969408,-0.00928716260115422,0.00525331172831491,-0.00305637607951573,0.0169335850707684,-0.00492236812787355,0.00284251602392423
-0.00521126820343722,-0.0506168972761641,0.0247951525188047,0.0411288078291684,-0.0196684410745858,0.0088026277585235,0.00421562236276139,0.0124772129071128,0.0131194665749869
-0.00198824896865875,-0.00539565726546057,-0.0312072582939683,0.0360818112276847,0.0128281267475308,-0.0185195910455577,-0.00398113041403007,-0.0133653329984199,-0.00243644768849904
0.020879395899084,-0.0192387076414706,-0.00423217705334127,-0.00522915357977626,0.0191132969957406,0.0261954294164528,0.0134167871071702,-0.00519935485405966,-0.0154078726616447
-0.0119870793748978,-0.0132744980189418,-0.0318805518769183,0.0327950134638694,0.00382851080536271,-0.0247781289199911,0.0137569587331177,-0.00480502642685153,0.0224915950074984
0.0170397992005486,-0.0067260835844557,0.0105529086906969,-0.0104516934871987,-0.00715835941334774,-0.037358138102558,-0.0245031148687246,0.0124144145591348,-0.00233825083327831
0.00595213578527516,0.00631211407959594,0.0191856940311343,0.00670907549344615,-0.0135048421172168,-0.00627037456306095,-0.0037810049452297,0.00855997469428349,0.00329877561624561
-0.00505394144406374,0.00811632009966259,0.00823541451876738,0.0134889407607332,0.00409285264346604,-0.0357232801017414,0.00395838515045636,-0.0198854827422464,-0.00243323545169285
0.00752890614786585,0.0754122965603834,-0.0493738856785115,-0.0424682136005805,0.0110584719799955,0.00556154499955326,0.0174703092053512,0.00415189644673761,0.000129452167813614
0.0156045302160754,-0.00854394323232101,-0.0218539360316874,0.0654931340539835,-0.0310019594639545,0.0158913920112683,0.0192754382625434,-0.0192180726893049,-0.0131976499676546
0.0386191447812819,-0.0170150813700242,-0.0627864624727066,-0.0424364032416707,0.0106792266918939,-0.00199931618953359,0.0121103029793066,0.00280051712139077,-0.000793050939050394
4.30370190549869e-05,0.0399714256377739,-0.00155384818064121,0.0132497360021571,-0.0149305832467603,-0.000906571521415509,0.0165625983091118,0.0110351277638753,0.0127375902500103
-0.00656725133372487,0.00130129313002946,-0.0122356616876518,0.0539572797930105,-0.00217027233908782,-0.0147977506266533,0.0046648156558742,0.0027105536838089,-0.00987575917569886
0.0281235248057664,-0.00976760106091345,0.0257755660599648,0.0214029208606448,0.00384247207256961,-0.041179795036396,0.00441930643236403,0.00652670458295199,-0.0320795034296117
0.0155293526750854,0.0030042119377025,0.0434898680986135,-0.0184702657847644,0.00304625434060167,-0.00753041080026504,0.00862862535199332,-0.000628973446292199,0.0148204989721244
0.0177749433425984,-0.0318007109072618,0.0174108611392161,0.0214204073873478,-0.00174662538719853,0.00423856776967121,-0.0508647643974301,0.00816997098203699,-0.00382431386185073
0.014146027765947,-0.0143192780913766,-0.0294546349945167,0.0259645781463772,-0.00351985378203233,-0.000798425702547846,0.125466478231916,-0.00228254002399874,-0.00692301072727761
0.011889340808338,-0.0164310042191314,-0.0439182934696879,0.0117901980456182,0.0182965996053597,-0.0151876839665942,0.00926127563470903,-0.010024007113491,-0.000328178701030036
0.0751638362423354,0.00340525628028814,0.0181349566857335,0.00908702060179759,0.00749435592540699,-0.00180067537790195,0.0141210537851402,0.00635627395943642,0.0040501347274407
-0.0516514251450695,-0.0125340355052598,0.0341362253127266,0.0044766426109874,-0.00127883079158202,-0.0399961918153933,-0.00119290634508863,-0.0140076204322663,0.0124078938336576
0.0334601803457372,-0.0444300669502247,0.0218992163208381,0.00439292854688089,-0.0258266679130854,0.00414422077687831,0.0285364845149098,-0.00735618892441472,-0.0348538751959375
-0.0100528278522579,-0.0222766520333244,0.145216621322371,-0.0420578781024682,-0.00325998581494175,-0.00197240028237885,-0.0057792123912128,-0.00795551589903049,-0.0089706191293813
0.000117876888694564,0.00272704652042925,-0.00281117354647051,-0.0466986874758279,-0.00372142060831677,0.00985546037166826,-0.00468877838912002,-0.011829904665451,0.0072172238449936
0.0200940145477216,-0.0293014590382833,0.0349666934130542,0.0101544968764147,0.00295720211342753,0.0295461675377231,0.00726019026122763,9.80481093753791e-06,0.0262900126872011
0.0199452526188723,-0.0192300184857141,-0.0269465225818312,4.22308199654037e-05,0.00632224289223214,0.0131808380437395,-0.00380242520224662,-0.0121878046122854,0.00979183405548156
0.0275030553596046,-0.0160471478259136,-0.0407803373949698,0.0252664938111358,0.00583472948051703,-0.0180547819307977,-0.015158991535338,-0.00867554080202117,0.0176244614973839
-0.00782644122476821,0.0156487701811182,-0.00354061519715925,0.00575020715434728,-0.0104552043060426,0.0200663390372381,-0.00788254260459544,-0.0240228694549407,-0.000421365974236622
0.0322734915441445,0.0316569590234232,-0.0265902145790326,0.0296070637606122,0.00992934588643525,0.0185544456767813,0.00373299969343763,0.0134033215329787,-0.0204431327552069
0.00437985737377343,0.0182476144194085,-0.000638173658211227,9.60432294488129e-05,-0.00762562191312986,-0.000364193656342929,-0.0103934518077148,0.00472277653888888,-0.00553266676519154
-0.00562887845543403,-0.0219737406040186,0.0391927331178627,0.0152178011786622,-0.00138384826766419,0.00238970153714739,0.000198701602277521,0.0119104435578889,0.0398599542473565
0.0291660681297955,0.0265445888537062,-0.0206026689917636,-0.00621246158097203,0.0222239827651555,0.0255835008281774,-0.0187436899620659,-0.00707328691296916,0.0140346325853253
0.0115970955750118,-0.00435118711219101,-0.0276083211018601,0.0214297252311976,-0.00824503330773251,0.0023848060573163,-0.00719344834625849,-0.0168463588583244,0.00793049393151486
-0.0184744997118989,-0.00288606892804213,0.0466216078722649,0.0258332122204776,-0.00799638407458066,0.010700251786503,-0.0043950330096054,-0.0174094686705753,0.00416849973583953
0.0197896874929575,-0.00638324098539194,0.0739908662816615,0.0091136877036615,-0.00320310059691135,-0.00483438536226663,0.00439647115768814,-0.0183485796072265,-0.0149722775994553
0.00740408108919026,-0.0167402116536655,0.00726438665162765,0.0444389432372569,-0.00903844445676305,0.00128553920977078,0.0159863321433858,-0.00148288417890824,0.0236004532769446
-0.00683262660918545,0.00950640381966001,-0.0208567284433453,0.0182128763667923,0.00497968961397974,-0.0176418580254355,0.007561152417598,-0.0109622694838722,0.0129390523601331
