"AXP","BA","CAT","HD","JNJ","JPM","KO","MCD","PG"
-0.00880225459548407,0.00207794280703418,0.00610213753544644,-0.0017694014319101,0.000375798409991293,0.0145944870320821,-0.0115220630954244,-0.00457543756475424,-0.000421982294830903
0.0025942968010899,0.0225884587979982,0.00134255527734255,0.0193940864145353,-0.00722152855460582,-0.00478698908610045,0.0024100999625749,0.0153278831813866,0.0050658517239565
0.00188967067395342,0.00350364265006537,-0.00443255257799354,0.00319399513941899,-0.00363742470562683,-0.000661254031863539,0.00971184716353917,-0.0165235545058686,0.00075197903597552
-0.00183724400298327,0.00186445466489499,-0.0216441968488049,-0.000899681839882639,0.00339008957824761,-0.0187283993049157,-0.00163890352113872,0.00683072675716835,-0.0100247169835636
0.016106475197988,-0.0178291124908884,0.000167221611767236,-0.00351962870596589,0.00486347148163179,-0.0011256910435391,0.000451673811014487,0.00916426709232756,-0.00381708624704068
-0.00572735438531919,-0.00157950712195418,-0.0153486977117354,0.0111472379411914,0.0015468341237678,0.00117383839866772,0.00103419416954131,-0.0053324662246765,0.0109664923945307
0.00907952409779533,-0.00308356127497741,0.0260176543813307,-0.00251564811101011,0.00614172585170666,0.00178509135846856,0.0073929346948489,0.00436881628100885,0.0150890684878675
0.00957829216268604,-0.00452851372707521,-0.00735275549903077,-0.00906766535758709,-0.000351238252529289,0.0130716940897307,0.0104159189052825,0.0142580996415075,-0.00099528284985716
-0.00484550023560928,0.00400575724969396,-0.00579428598928752,-0.00831991634158194,0.0143949361912013,-0.0037839440863776,-0.00203814470510073,0.00685609713600514,-0.00873317497590433
-0.014465745540082,0.013995709845223,-0.0141284503393835,-0.00812853132270344,-0.0239174769823931,0.002432214293011,-0.00643018499403215,0.00807019262729943,-0.00414530278617312
0.0121746539109799,0.00584000627023981,-0.00528105243417138,-0.0235059062947235,-0.000669359054417077,-0.00119295911989152,0.00179912855253186,0.00785445524457935,-0.0015746647674981
0.00585713189900799,0.0169355292230015,-0.00822616724483819,-0.00855237416638774,-0.00474112554408424,0.0157672795639823,-0.00825704922187734,-0.00184455695126029,0.00194127384690567
0.000111350907116285,0.00363962709560563,0.00692525767195375,-0.0163653258788905,0.00933344444152564,0.0277560689150596,0.00058351701208047,0.00208709840028989,-0.000616395118599829
-0.00546027173815182,-0.00224881573341289,0.0104296153481686,0.00204499667997477,0.00816989782299458,-0.00236161957342751,-9.54767065499022e-05,0.0262981648400787,-0.00550342596016493
0.0112102725167329,-0.00222450513649275,-0.023238750246375,-0.0106788554768099,-0.00684344761469113,-0.0142942984235204,0.000754812824559625,0.00133520301776102,0.00234136834827895
0.014944845355556,-0.022848284161192,-0.0144710920838816,-0.0138649289345811,-0.0035408617696061,-0.00581613863395596,0.000299377207360603,0.000413476065449954,0.0066390366253654
-0.00235137705598718,-0.0185335817702567,0.00640894226162384,-0.0020995463152638,-0.00352717941396435,-0.00107866088129911,-0.00644118211392631,-0.00488076110349149,0.00237459471190396
-0.00839633999861897,0.00500145402769476,-0.000512370789947116,0.00488738557554338,0.00518954872595631,0.00225403493039776,-0.00515120807584673,-0.0020769570480962,0.00501367653528119
0.00199102205900777,0.0253098243756424,0.0300076791366,0.0174801837691407,0.00518526335741891,0.00138616891136911,-0.00297717819118481,0.00185320287949707,0.00254692809926731
-0.00200661445330663,0.0200047360427187,0.0259913572117351,0.00369033569733688,-0.00066216976562915,-0.0197308376162749,0.000934858511298884,-0.00306430862548348,0.0204970424265193
0.0103856893115381,0.0132283778191193,0.0139626302540441,0.00216864317196125,0.00596920290486946,-0.0018939658983856,0.00943658945718778,-0.00110223883364344,0.00143575817343887
-0.0229736627545416,0.00726273544724432,0.00503016008823928,-0.0116482390318852,-0.00292778389352661,-0.00557206374503041,-0.00159786369669441,-0.00097047637939916,0.00429379848012247
-0.0123360047552548,-0.0105883391110625,-0.0124742738831385,0.00895289431193849,0.00102213360465369,0.00543502485360481,-0.0274402377271504,0.00379669076821596,-0.002131901994108
0.0125200807446958,-0.00287102881467475,0.0410993143090142,-0.0254771667167386,0.000862172646774406,-0.000822335869740702,-0.00529180110145722,-0.000931937686798966,0.01148637783977
0.0127527043790977,-0.000304462797910917,0.0083035742864937,-0.0135349211776338,0.00766105060066203,-0.00692012893115717,0.00813026551903378,0.00324031393367927,0.00248605279853681
0.0155975704345897,-0.000232791901160609,0.00415498838593894,0.0170576955204345,0.000551837637356624,0.0032983566456888,0.00114381491647632,0.0207091044611864,0.00744893376413038
-0.00381403702673221,0.00339309160724963,-0.00711280567487179,0.0024351382274934,-0.00931347735785735,0.00668359188387619,-0.00477242900163042,0.0101658325089275,0.00343567675944429
-0.0147307445867568,-0.00495502577362732,0.0109318042177975,0.00439828336002307,-0.00346061360649871,-0.00528177837622347,-0.00646290324225256,0.00654336227322529,0.0073063206634034
-0.025882445646917,-0.0124933640641802,0.00814237150432499,0.00997467408694,-0.00231674034206995,0.00815248844704591,0.00464212323373189,0.0039803931024392,-0.00803358909211622
0.00324363070156858,-0.00834079311787276,-0.00260474538351516,-0.0155737815498619,-0.0135278606865936,-0.00754874040774703,-0.00535255147518683,0.00377853692648476,0.00338167225497406
0.00077761692622621,-0.00610762573021338,0.0138690039464115,-0.0108353550233011,-0.00599562793784993,-0.000590188055721981,-0.00585978649198498,0.00969973951736586,0.00405103936966663
-0.00438763107131469,-0.0060063030969278,0.00085465190176783,-0.0171108280233653,-0.0111778441525355,-0.0117581641036627,-0.00125630722151408,-0.00641637149122224,-0.0120944993061233
-0.000264618505269689,0.00807188964784766,-0.0102566447650398,0.00158384324379619,-0.0116696417006689,-0.000101763614449707,-0.000859082814552009,-0.00694460514396883,-0.000547810716457697
0.000619170547693329,-0.00445890730036566,-0.00655291995572346,0.00915754348934085,-0.0031583085119943,0.00242839741212915,-0.00283535681273351,0.00276785976631105,0.00637075503228402
0.000333361232076094,0.000938701968198296,-0.0118682328342855,0.00134891071276425,0.000935982858957518,0.0036976928289761,-0.00669515399608766,-0.000791274238030989,0.00874363295112062
0.0307091580573618,0.00459703013528543,0.000119999591405064,-0.0119576000090815,0.00861590346381448,-0.00645038568529612,-0.00705682895950321,-0.00624791517718263,0.0040327093213218
-0.0216999614171019,-0.00857484071007224,-0.00658853821932139,-0.0231337172468653,0.00707556812947285,0.00673892873618701,0.00117073204888619,0.0136318513679343,0.019949117697802
-0.00452878198033904,-0.00235398564129332,-0.00140974748107878,0.00334226956503751,-0.00162609533195772,0.00540591879938646,0.0105948222066534,-0.028631154863233,-0.00584976351048017
0.000403489959787607,0.0179628313068492,0.00418984239464278,0.00182534812917279,-0.00569508744710031,0.0180851602544339,-0.00699321037768958,0.0188367558933782,0.0023286634039655
0.0178759250984831,-0.000593905258882903,-0.0118516600040749,-0.0125638439188583,0.00791265115087875,2.24907636980083e-05,0.00472021415276489,0.0060367842362609,0.00362226890296318
0.0082140654787277,0.0199702756689013,0.00599085017986459,0.0005321381572968,-0.00125889649175831,-0.0103798004764349,0.0027629954808433,-0.00192949058556672,0.00575123955038872
0.00513115487923809,-0.0239460692658868,-0.0518608600631707,0.0240014064346509,0.0130900063037185,0.00508217415238228,0.00720681778914837,-0.00430230147262272,0.00700345280122564
-0.00453023638161848,-0.005025405603138,0.0339786925864545,0.00896673590058806,0.0058591865404765,0.00469083289553338,-0.00709318738091233,-0.0152439356112711,0.0099880411901914
-0.00436711992962894,-0.0187860251788168,-0.0066406284408768,0.00862754946544684,-0.00269260912937929,0.00569088074466408,-0.00694685801291614,0.00510411397534438,-0.00694849432645393
0.0108377404542485,-0.0037041073887658,0.00247450564813307,0.00255813393730579,0.0141756328591696,-0.00280913646894393,0.00377724289165952,-0.00681974350302625,0.0120502341156053
0.0155203782723407,-0.0097652949314955,-0.0108657235204593,-0.00208396174807875,0.000151339033920425,-0.004777747747838,0.00392748441952076,0.00787059739949954,0.00725984939509452
0.00567970624191842,0.0211435786417004,0.0066718710665031,0.0204965392738742,0.00154932416814118,0.011402336873026,0.000418173527514794,0.00119472823630674,0.00916286267505989
